,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
75,baseline_vader,peak,2737,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears.",-0.07002198846114814,25,26,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightl"
193,sentimentr_jockers,peak,2737,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears.",-0.659753221131708,19,26,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightl"
221,sentimentr_jockers,peak,2737,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightly, his eyes leaking isolated and unpunctual tears.",-0.5529194737398181,20,26,"After a little while Mr. Gatz opened the door and came out, his mouth ajar, his face flushed slightl"
105,baseline_textblob,peak,2750,"He fumbled at the embroidered coverlet, trying to take it from the bed, and lay down stiffly was instantly asleep.",0.004248416880386089,26,20,"He fumbled at the embroidered coverlet, trying to take it from the bed, and lay down stiffly was ins"
134,baseline_flair,peak,2767,"""Well, the fact is the truth of the matter is that I' staying with some people up here in Greenwich and they rather expect me to be with them tomorrow. In fact there's a sort of picnic or something. Of course I' do my very best to get away.""",-0.12143925509452602,24,49,"""Well, the fact is the truth of the matter is that I' staying with some people up here in Greenwich "
282,transformer_roberta15lg,peak,2772,"However, that was my fault, for he was one of those who used to sneer most bitterly at Gatsby on the courage of Gatsby's liquor and I should have known better than to call him.",-0.7276631939170408,18,35,"However, that was my fault, for he was one of those who used to sneer most bitterly at Gatsby on the"
119,baseline_textblob,valley,2781,"At this moment a voice, unmistakably Wolfshiem's called ""Stella!"" from the other side of the door.",-0.059028746430925594,25,16,"At this moment a voice, unmistakably Wolfshiem's called ""Stella!"" from the other side of the door."
90,baseline_vader,valley,2785,She took a step toward me and began to slide her hands indignantly up and down her hips.,-0.16575739470435724,24,18,She took a step toward me and began to slide her hands indignantly up and down her hips.
30,baseline_sentimentr,valley,2790,She looked at me over again.,-0.1234528903563139,24,6,She looked at me over again.
326,transformer_huggingface,valley,2791,"""Will you just what was your name?""",-0.8949553750345459,17,7,"""Will you just what was your name?"""
149,baseline_flair,valley,2792,She vanished.,-0.16887487825492023,24,2,She vanished.
61,baseline_sentiword,valley,2794,"He drew me into his office, remarking in a reverent voice that it was a sad time for all of us, and offered me a cigar.",0.06343322365617095,26,26,"He drew me into his office, remarking in a reverent voice that it was a sad time for all of us, and "
163,baseline_stanza,peak,2795,"""My memory goes back to when I first met him,"" he said.",0.10717450879741836,27,12,"""My memory goes back to when I first met him,"" he said."
46,baseline_sentiword,peak,2796,"""A young major just out of the army and covered over with medals he got in the war. He was so hard up he had to keep on wearing his uniform because he couldn't buy some regular clothes. First time I saw him was when he come into Winebrenner's poolroom at Forty-third Street and asked for a job. He hadn't eat anything for a couple of days. 'Come on have some lunch with me,' I sid. He ate more than four dollars' worth of food in half an hour.""",0.08448099245123687,27,89,"""A young major just out of the army and covered over with medals he got in the war. He was so hard u"
296,transformer_roberta15lg,valley,2796,"""A young major just out of the army and covered over with medals he got in the war. He was so hard up he had to keep on wearing his uniform because he couldn't buy some regular clothes. First time I saw him was when he come into Winebrenner's poolroom at Forty-third Street and asked for a job. He hadn't eat anything for a couple of days. 'Come on have some lunch with me,' I sid. He ate more than four dollars' worth of food in half an hour.""",-0.8843763682692626,17,89,"""A young major just out of the army and covered over with medals he got in the war. He was so hard u"
266,syuzhetr_syuzhet,valley,2798,I inquired.,-1.422757231481223,11,2,I inquired.
179,baseline_stanza,valley,2799,"""Start him! I made him.""",0.10335310031293472,27,5,"""Start him! I made him."""
310,transformer_huggingface,peak,2799,"""Start him! I made him.""",-0.6365380403663389,19,5,"""Start him! I made him."""
