,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
3458,3459,"3458,A small part of Derbyshire is all the present concern.",-0.35,-1,0,0,59,10,small part of derbyshire is all the present concern,-0.6804046020880791,-0.6,-0.696377704654731,-0.8285444112411557,-0.9117963421726424,-1.0,-1.1645343595728876,-2.098901098901099,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4635823429541602,0.2699490662139219,0.8692699490662139,0.6112054329371817,0.5535016977928694,0.001011911248010967,0.36232691567759917,0.41838649734772965,-0.07117461195873383
3459,3460,"3459,""To the little town of Lambton, the scene of Mrs. Gardiners former residence, and where she had lately learned some acquaintance still remained, they bent their steps, after having seen all the principal wonders of the country; and within five miles of Lambton, Elizabeth found from her aunt that Pemberley was situated.""",0.85,0,0,3,326,52,the little town of lambton the scene of mrs gardiners former residence and where she had lately learned some acquaintance still remained they bent their steps after having seen all the principal wonders of the country and within five miles of lambton elizabeth found from her aunt that pemberley was situated,0.3110751635560432,0.6,-0.07444018726485495,0.06113710508908208,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,1.5732926859577865,3.0,0.28484069452827854,0.80782541818881,0.4635823429541602,0.2699490662139219,0.8726655348047538,0.6129032258064516,0.5547750424448219,0.001011911248010967,0.36232691567759917,0.4307213999197532,-0.05957110214512195
3460,3461,"3460,""It was not in their direct road, nor more than a mile or two out of it.""",0.0,0,0,0,78,17,was not in their direct road nor more than a mile or two out of it,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.469185059422751,0.2699490662139219,0.8777589134125636,0.6196943972835314,0.559146859083192,0.0411259573439567,0.36232691567759917,0.4492237537777883,-0.013157062890675197
3461,3462,"3461,""In talking over their route the evening before, Mrs. Gardiner expressed an inclination to see the place again.""",0.0,0,0,0,117,18,talking over their route the evening before mrs gardiner expressed an inclination to see the place again,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.469185059422751,0.27164685908319186,0.8777589134125636,0.6179966044142614,0.559146859083192,0.0411259573439567,0.3755946473553371,0.4492237537777883,-0.024760572704287075
3462,3463,"3462,""Mr. Gardiner declared his willingness, and Elizabeth was applied to for her approbation.""",1.35,1,2,2,95,13,gardiner declared his willingness and elizabeth was applied to for her approbation,0.7241917325744275,1.1,0.9852736112024046,1.5770575194952874,0.5628480646191314,1.0,0.6775590183956872,1.6149116064565718,0.4240854820377771,1.0,0.5383734338923243,1.4101540472703002,0.9085672170502831,2.0,1.275763086005156,2.1529592621060725,0.46680814940577303,0.26825127334465193,0.8641765704584041,0.6179966044142614,0.5543081494057727,0.024107877182039956,0.34905918399986124,0.3998841434896946,-0.024760572704287075
3463,3464,"3463,""My love, should not you like to see a place of which you have heard so much?""",1.25,2,5,1,83,17,love should not you like to see a place of which you have heard so much,0.6415684187707505,1.0,0.618228631197505,1.051999735969658,1.3001702680150182,2.0,1.1018471434070478,2.4703115814226924,1.47910557269848,2.5,1.195890197021912,2.6963703931491185,0.2438417481427797,1.0,0.2962692716619304,0.8233392122281011,0.46638370118845557,0.266553480475382,0.8624787775891342,0.6196943972835314,0.5537775891341258,0.021068934295983634,0.33579145232212376,0.39371669220368277,-0.013157062890675197
3464,3465,"3464,""said her aunt; a place, too, with which so many of your acquaintances are connected.""",0.25,0,0,1,91,15,her aunt a place too with which so many of your acquaintances are connected,-0.18466471926601796,0.0,-0.07065154533627913,0.06655675674475582,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.37708618239100095,0.9330446369087276,0.4634974533106967,0.2614601018675722,0.8505942275042445,0.6162988115449916,0.5479626485568763,0.00040412267079978223,0.29598825728891043,0.3505445332016005,-0.036364082517898196
3465,3466,"3465,""Wickham passed all his youth there, you know.""",0.4,0,0,1,52,8,passed all his youth there you know,-0.060729748560502644,0.15000000000000002,0.33278096613553676,0.6436668980488054,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,0.2438417481427797,1.0,0.9777646817986425,1.7484394506866419,0.46290322580645216,0.2614601018675722,0.8539898132427843,0.6179966044142614,0.5490874363327676,-0.0038503973696797024,0.29598825728891043,0.36287943577362375,-0.024760572704287075
3466,3467,"3466,Elizabeth was distressed.",-1.0,-1,-2,-1,30,3,was distressed,-1.2174561418119787,-1.25,-4.2996662251483535,-5.983048047140142,-0.9117963421726424,-1.0,-3.5856479359747184,-6.980066445182724,-0.9826079721764936,-1.0,-3.2983048092431986,-6.0950512142812645,-1.0856091896722273,-1.0,-3.737866581738039,-4.6528239202657815,0.4603565365025472,0.25806451612903225,0.8421052631578947,0.6146010186757216,0.543781833616299,-0.022084054686018817,0.26945279393343463,0.3197072767715415,-0.04796759233151007
3467,3468,"3467,""She felt that she had no business at Pemberley, and was obliged to assume a disinclination for seeing it.""",-0.8,-1,-1,0,112,19,felt that she had no business at pemberley and was obliged to assume a disinclination for seeing it,-1.052209514204625,-1.05,-0.7826604779974752,-0.9519719043162028,-0.9117963421726424,-1.0,-0.6716511643769337,-1.1052077853761177,-0.6309346086229259,-0.5,-0.4291752331622866,-0.4825382471064336,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.45458404074702935,0.25127334465195245,0.831918505942275,0.6061120543293718,0.5359719864176571,-0.06341367793638732,0.21638186722248337,0.28270256905547103,-0.10598514139956947
3468,3469,"3468,""She must own that she was tired of seeing great houses; after going over so many, she really had no pleasure in fine carpets or satin curtains.""",0.5,2,5,0,150,27,must own that she was tired of seeing great houses after going over so many she really had no pleasure in fine carpets or satin curtains,0.021893565243174193,0.25,-0.04815258195967832,0.09874152015436473,1.3001702680150182,2.0,0.6481993592059563,1.555720103665309,1.47910557269848,2.5,0.6855641084928585,1.6980844275256022,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4556876061120548,0.2546689303904924,0.8421052631578947,0.6112054329371817,0.5409168081494059,-0.055512426432640725,0.2429173305779592,0.3197072767715415,-0.07117461195873383
3469,3470,"3469,Mrs. Gardiner abused her stupidity.",-1.5,-2,-6,-1,40,5,gardiner abused her stupidity,-1.630572710830363,-1.75,-3.9017769268818294,-5.413867471414516,-1.649118545568529,-2.0,-4.283614869786527,-8.387225548902196,-2.389301426390764,-3.0,-5.798411206332123,-10.985691110770423,-1.0856091896722273,-1.0,-2.369561217115965,-2.795409181636727,0.45662139219015324,0.25806451612903225,0.8505942275042445,0.6179966044142614,0.5458191850594228,-0.04882675208331651,0.26945279393343463,0.3505445332016005,-0.024760572704287075
3470,3471,"3470,""If it were merely a fine house richly furnished, said she, I should not care about it myself; but the grounds are delightful.""",2.5,3,9,1,132,23,it were merely a fine house richly furnished said she i should not care about it myself but the grounds are delightful,1.6743598413167113,2.25,1.0444524154134844,1.6617127891855363,2.0374924714109053,3.0,1.2352405886979436,2.7392438070404173,2.885799026912751,4.5,1.6516397381349037,3.5878952063207183,0.2438417481427797,1.0,0.1381125793485866,0.6086484137331596,0.4567062818336168,0.2597623089983022,0.8539898132427843,0.6196943972835314,0.5475382003395587,-0.048218963506104925,0.2827205256111725,0.36287943577362375,-0.013157062890675197
3471,3472,"3471,They have some of the finest woods in the country.",0.5,1,3,0,55,10,have some of the finest woods in the country,0.021893565243174193,0.25,0.3329321462561082,0.6438831611864169,0.5628480646191314,1.0,0.9176233161326866,2.098901098901099,0.7757588455913448,1.5,1.222879666548678,2.7491664567911998,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.45271646859083237,0.2597623089983022,0.8556876061120543,0.6213921901528013,0.5473896434634975,-0.07678502663503617,0.2827205256111725,0.36904688705963556,-0.001553553077063319
3472,3473,"3472,Elizabeth said no morebut her mind could not acquiesce.",0.0,0,-1,0,60,9,said no morebut her mind could not acquiesce,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.6309346086229259,-0.5,-0.7029539957230245,-1.0180967899548616,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4557724957555182,0.26485568760611206,0.8556876061120543,0.6281833616298812,0.5511247877758915,-0.05490463785542994,0.32252372064438584,0.36904688705963556,0.04486048617738419
3473,3474,"3473,""The possibility of meeting Mr. Darcy, while viewing the place, instantly occurred.""",-0.25,1,0,0,89,12,possibility of meeting mr darcy while viewing the place instantly occurred,-0.5977812882844022,-0.5,-0.5248680747973242,-0.5831999139399557,0.5628480646191314,1.0,0.7442546503786838,1.749375520399667,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.463073005093379,0.2699490662139219,0.8777589134125636,0.6383701188455009,0.5622877758913414,-0.002634820215258128,0.36232691567759917,0.4492237537777883,0.1144815450590547
3474,3475,"3474,It would be dreadful!",-0.75,-1,-3,-1,26,4,would be dreadful,-1.0108978573027865,-1.0,-2.539683361090044,-3.465392849585854,-0.9117963421726424,-1.0,-2.7222583064847887,-5.239401496259352,-1.3342813357300614,-1.5,-3.690694121407739,-6.862632476927659,-1.0856091896722273,-1.0,-2.883102257952928,-3.492518703241896,0.465789473684211,0.2733446519524618,0.8760611205432938,0.6417657045840407,0.5642402376910018,0.016814414255503753,0.388862379033075,0.44305630249177685,0.1376885646862777
3475,3476,"3475,""She blushed at the very idea, and thought it would be better to speak openly to her aunt than to run such a risk.""",0.9,1,0,0,120,24,blushed at the very idea and thought it would be better to speak openly to her aunt than to run such a risk,0.35238682045788167,0.65,0.18182783612411044,0.4277284703961574,0.5628480646191314,1.0,0.31058026199111965,0.8750520616409829,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.462224108658744,0.27164685908319186,0.8641765704584041,0.6383701188455009,0.5591044142614603,-0.008712705987371167,0.3755946473553371,0.3998841434896946,0.1144815450590547
3476,3477,"3476,""But against this there were objections; and she finally resolved that it could be the last resource, if her private enquiries to the absence of the family were unfavourably answered.""",-0.1,-2,2,0,189,30,against this there were objections and she finally resolved that it could be the last resource if her private enquiries to the absence of the family were unfavourably answered,-0.473846317578887,-0.35,-0.312936229919633,-0.28003144470086494,-1.649118545568529,-2.0,-0.8179706278118297,-1.400199933355548,0.4240854820377771,1.0,0.13001428581549776,0.61133302749039,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.463242784380306,0.27164685908319186,0.8641765704584041,0.6400679117147708,0.5597835314091683,-0.0014192430608353614,0.3755946473553371,0.3998841434896946,0.12608505487266658
3477,3478,"3477,""Accordingly, when she retired at night, she asked the chambermaid whether Pemberley were not a very fine place?""",0.5,1,2,0,118,18,when she retired at night she asked the chambermaid whether pemberley were not a very fine place,0.021893565243174193,0.25,0.06398094897072046,0.25914851770663166,0.5628480646191314,1.0,0.455178524193636,1.166574125485841,0.4240854820377771,1.0,0.3382418397814453,1.0186620852296837,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46010186757215665,0.2733446519524618,0.8641765704584041,0.634974533106961,0.5581494057724958,-0.023907420417653168,0.388862379033075,0.3998841434896946,0.09127452543183094
3478,3479,"3478,what was the name of its proprietor?",0.0,0,0,0,41,7,was the name of its proprietor,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.45899830220713117,0.27504244482173174,0.8590831918505942,0.631578947368421,0.5561757215619696,-0.031808671921400154,0.4021301107108125,0.3813817896316592,0.06806750580460719
3479,3480,"3479,""and, with no little alarm, whether the family were down for the summer?""",-0.75,-1,-3,-1,78,13,with no little alarm whether the family were down for the summer,-1.0108978573027865,-1.0,-0.9713319298743015,-1.2218663851934144,-0.9117963421726424,-1.0,-0.9244700618358882,-1.6149116064565718,-1.3342813357300614,-1.5,-1.2638115710761406,-2.1152310709054505,-1.0856091896722273,-1.0,-1.103274008042193,-1.0764796310530362,0.45772495755517867,0.27164685908319186,0.8607809847198642,0.633276740237691,0.5558573853989814,-0.04092550057956991,0.3755946473553371,0.38754924091767096,0.07967101561821907
3480,3481,"3480,""A most welcome negative followed the last questionand her alarms now being removed, she was at leisure to feel a great deal of curiosity to see the house herself; and when the subject was revived the next morning, and she was again applied to, could readily answer, and with a proper air of indifference, that she had not really any dislike to the scheme.""",0.95,1,-1,0,362,64,most welcome negative followed the last questionand her alarms now being removed she was at leisure to feel a great deal of curiosity to see the house herself and when the subject was revived the next morning and she was again applied to could readily answer and with a proper air of indifference that she had not really any dislike to the scheme,0.39369847735972,0.7,-0.09264179441795536,0.035099709050363415,0.5628480646191314,1.0,0.03935027685678424,0.32822996406811433,-0.6309346086229259,-0.5,-0.25575920554120984,-0.14330654706285428,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.45772495755517867,0.27164685908319186,0.8607809847198642,0.633276740237691,0.5558573853989814,-0.04092550057956991,0.3755946473553371,0.38754924091767096,0.07967101561821907
3481,3482,"3481,""To Pemberley, therefore, they were to go.""",0.0,0,0,0,48,7,pemberley therefore they were to go,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46086587436332815,0.27504244482173174,0.8641765704584041,0.6366723259762309,0.5591893039049237,-0.018437323222751312,0.4021301107108125,0.3998841434896946,0.10287803524544283
3482,3483,"3482,""Elizabeth, as they drove along, watched for the first appearance of Pemberley Woods with some perturbation; and when at length they turned in at the lodge, her spirits were in a high flutter.""",-0.15,1,0,0,198,33,as they drove along watched for the first appearance of pemberley woods with some perturbation and when at length they turned in at the lodge her spirits were in a high flutter,-0.5151579744807253,-0.4,-0.3276258960635464,-0.30104500970358394,0.5628480646191314,1.0,0.19224272629281666,0.6364737958194487,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46044142614601064,0.2733446519524618,0.865874363327674,0.6383701188455009,0.5595076400679118,-0.02147626610880803,0.388862379033075,0.406051594775706,0.1144815450590547
3483,3484,"3483,""The park was very large, and contained great variety of ground.""",0.75,2,3,0,70,11,park was very large and contained great variety of ground,0.22845184975236635,0.5,0.553180367279665,0.9589482051342947,1.3001702680150182,2.0,1.7695870154109434,3.81653042688465,0.7757588455913448,1.5,1.0952338686700462,2.499469230924606,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.4557724957555183,0.26825127334465193,0.8488964346349746,0.633276740237691,0.5515492359932089,-0.05490463785542914,0.34905918399986124,0.3443770819155887,0.07967101561821907
3484,3485,"3484,""They entered it in one of its lowest points, and drove for some time through a beautiful wood stretching over a wide extent.""",0.0,1,2,0,131,23,entered it in one of its lowest points and drove for some time through a beautiful wood stretching over a wide extent,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,0.5628480646191314,1.0,0.32944318175258075,0.9130812690134724,0.4240854820377771,1.0,0.22508616662270844,0.7973100458490485,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.45713073005093424,0.2699490662139219,0.8471986417657046,0.634974533106961,0.5523132427843804,-0.045180020620048604,0.36232691567759917,0.33820963062957693,0.09127452543183094
3485,3486,"3485,""Elizabeths mind was too full for conversation, but she saw and admired every remarkable spot and point of view.""",1.25,1,5,2,118,19,mind was too full for conversation but she saw and admired every remarkable spot and point of view,0.6415684187707505,1.0,0.5245123904999643,0.9179386690662278,0.5628480646191314,1.0,0.4247401209367326,1.1052077853761177,1.47910557269848,2.5,1.050872757241063,2.412691235532168,0.9085672170502831,2.0,0.775176638020443,1.4734350341925304,0.45475382003395637,0.26485568760611206,0.8455008488964346,0.629881154499151,0.5487478777589135,-0.062198100781964555,0.32252372064438584,0.3320421793435651,0.05646399599099531
3486,3487,"3486,""They gradually ascended for half-a-mile, and then found themselves at the top of a considerable eminence, where the wood ceased, and the eye was instantly caught by Pemberley House, situated on the opposite side of a valley, into which the road with some abruptness wound.""",0.45,2,2,3,279,45,gradually ascended for half a mile and then found themselves at the top of a considerable eminence where the wood ceased and the eye was instantly caught by pemberley house situated on the opposite side of a valley into which the road with some abruptness wound,-0.019418091658664226,0.2,-0.15135479576515667,-0.048889229719722205,1.3001702680150182,2.0,0.33960598314132573,0.9335703177071762,0.4240854820377771,1.0,0.02586581195061464,0.407600625527363,1.5732926859577865,3.0,0.3773916024424343,0.9334592312819375,0.4573853989813248,0.266553480475382,0.8556876061120543,0.631578947368421,0.5528013582342954,-0.04335665488841425,0.33579145232212376,0.36904688705963556,0.06806750580460719
3487,3488,"3487,""It was a large, handsome stone building, standing well on rising ground, and backed by a ridge of high woody hills; and in front, a stream of some natural importance was swelled into greater, but without any artificial appearance.""",3.25,1,10,4,237,39,was a large handsome stone building standing well on rising ground and backed by a ridge of high woody hills and in front a stream of some natural importance was swelled into greater but without any artificial appearance,2.294034694844288,3.0,0.7373332525408003,1.2223788772109718,0.5628480646191314,1.0,0.14368621544745644,0.5385798513201744,3.2374723904663187,5.0,1.019572075567575,2.351461696358191,2.2380181548652898,4.0,0.747630267895696,1.4360420405024357,0.4573853989813248,0.266553480475382,0.8505942275042445,0.629881154499151,0.5511035653650256,-0.04335665488841425,0.33579145232212376,0.3505445332016005,0.05646399599099531
3488,3489,"3488,Its banks were neither formal nor falsely adorned.",-0.1,-1,-2,-1,55,8,banks were neither formal nor falsely adorned,-0.473846317578887,-0.35,-0.4238755373246602,-0.43873010569651316,-0.9117963421726424,-1.0,-1.424479138062972,-2.622971285892634,-0.9826079721764936,-1.0,-1.3533583416101542,-2.290400019349139,-1.0856091896722273,-1.0,-1.5982879685181293,-1.7484394506866419,0.4578098471986423,0.26485568760611206,0.8471986417657046,0.633276740237691,0.5507852292020375,-0.040317712002357536,0.32252372064438584,0.33820963062957693,0.07967101561821907
3489,3490,"3489,Elizabeth was delighted.",0.75,1,3,1,29,3,was delighted,0.22845184975236635,0.5,2.747797254754179,4.0983473016970695,0.5628480646191314,1.0,3.338736892534517,6.980066445182724,0.7757588455913448,1.5,4.4912057936271434,9.142576821421898,0.2438417481427797,1.0,3.1173432950185527,4.6528239202657815,0.46001697792869317,0.26485568760611206,0.8421052631578947,0.6366723259762309,0.5509125636672327,-0.02451520899486435,0.32252372064438584,0.3197072767715415,0.10287803524544283
3490,3491,"3490,""She had never seen a place for which nature had done more, or where natural beauty had been so little counteracted by an awkward taste.""",0.6,0,2,1,142,25,had never seen a place for which nature had done more or where natural beauty had been so little counteracted by an awkward taste,0.10451687904685103,0.35,0.018258734629250904,0.193742897611527,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.4240854820377771,1.0,0.19249226540577358,0.7335507459011037,0.2438417481427797,1.0,0.10225698377015155,0.5599760095961616,0.4606960950764011,0.266553480475382,0.8455008488964346,0.6366723259762309,0.5523556876061122,-0.019652900377174477,0.33579145232212376,0.3320421793435651,0.10287803524544283
3491,3492,"3491,They were all of them warm in their admiration; and at that moment she felt that to be mistress of Pemberley might be something!",0.75,1,1,0,133,24,were all of them warm in their admiration and at that moment she felt that to be mistress of pemberley might be something,0.22845184975236635,0.5,0.10609915733132196,0.3193986078388897,0.5628480646191314,1.0,0.31058026199111965,0.8750520616409829,0.07241211848420942,0.5,0.012804945562911866,0.3820513151808956,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46052631578947406,0.26825127334465193,0.8455008488964346,0.6366723259762309,0.5527376910016979,-0.020868477531597242,0.34905918399986124,0.3320421793435651,0.10287803524544283
3492,3493,"3492,""They descended the hill, crossed the bridge, and drove to the door; and, while examining the nearer aspect of the house, all her apprehension of meeting its owner returned.""",-0.75,-1,0,-1,179,29,descended the hill crossed the bridge and drove to the door and while examining the nearer aspect of the house all her apprehension of meeting its owner returned,-1.0108978573027865,-1.0,-0.5859267905476248,-0.6705443967778528,-0.9117963421726424,-1.0,-0.48268334546730496,-0.7242330230954843,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-1.0856091896722273,-1.0,-0.665900763129432,-0.48276456394346784,0.46035653650254704,0.26825127334465193,0.8471986417657046,0.6383701188455009,0.553544142614601,-0.02208405468602001,0.34905918399986124,0.33820963062957693,0.1144815450590547
3493,3494,"3493,She dreaded lest the chambermaid had been mistaken.",-1.5,-1,-4,-1,56,8,dreaded lest the chambermaid had been mistaken,-1.630572710830363,-1.75,-2.5425137470132118,-3.4694417161834052,-0.9117963421726424,-1.0,-1.424479138062972,-2.622971285892634,-1.685954699283629,-2.0,-2.5242161151252467,-4.580800038698278,-1.0856091896722273,-1.0,-1.5982879685181293,-1.7484394506866419,0.4596774193548391,0.2631578947368421,0.8404074702886248,0.6366723259762309,0.5499787775891343,-0.02694636330371028,0.3092559889666479,0.31353982548553005,0.10287803524544283
3494,3495,"3494,""On applying to see the place, they were admitted into the hall; and Elizabeth, as they waited for the housekeeper, had leisure to wonder at her being where she was.""",1.4,1,-1,1,171,30,applying to see the place they were admitted into the hall and elizabeth as they waited for the housekeeper had leisure to wonder at her being where she was,0.7655033894762658,1.15,0.2929436693855496,0.5866796516003681,0.5628480646191314,1.0,0.223802031325764,0.700099966677774,-0.6309346086229259,-0.5,-0.33875799505034143,-0.305666513745195,0.2438417481427797,1.0,0.03352678931332134,0.4666777740753082,0.4592529711375216,0.2631578947368421,0.8404074702886248,0.6366723259762309,0.5498726655348048,-0.0299853061897666,0.3092559889666479,0.31353982548553005,0.10287803524544283
3495,3496,"3495,""The housekeeper came; a respectable-looking elderly woman, much less fine, and more civil, than she had any notion of finding her.""",1.05,2,2,3,137,21,housekeeper came a respectable looking elderly woman much less fine and more civil than she had any notion of finding her,0.4763217911633969,0.8,0.33324914959793467,0.6443366344147591,1.3001702680150182,2.0,0.8685672452390997,2.0,0.4240854820377771,1.0,0.26388547502040194,0.8732081939546219,1.5732926859577865,3.0,1.16290697127881,1.9997620180866253,0.4619694397283536,0.266553480475382,0.8471986417657046,0.6366723259762309,0.5530984719864177,-0.01053607171900472,0.33579145232212376,0.33820963062957693,0.10287803524544283
3496,3497,"3496,They followed her into the dining-parlour.",0.0,0,0,0,47,6,followed her into the dining parlour,-0.3912230037752101,-0.25,-0.2725442366326208,-0.22225070494744942,-0.17447413877675547,0.0,-0.12345552172010059,0.0,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.46621392190152844,0.2699490662139219,0.8539898132427843,0.6434634974533107,0.5584040747028863,0.019853357141560075,0.36232691567759917,0.36287943577362375,0.14929207449988957
3497,3498,"3497,""It was a large, well proportioned room, handsomely fitted up.""",2.6,2,0,0,68,10,was a large well proportioned room handsomely fitted up,1.7569831551203883,2.35,2.8759329543887704,4.281645398948656,1.3001702680150182,2.0,1.9587021539854734,4.197802197802198,-0.27926124506935823,0.0,-0.18250056809506168,0.0,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.47096774193548424,0.27504244482173174,0.8607809847198642,0.6502546689303905,0.5642614601018676,0.053889517465392375,0.4021301107108125,0.38754924091767096,0.19570611375433708
3498,3499,"3498,""Elizabeth, after slightly surveying it, went to a window to enjoy its prospect.""",1.35,1,3,3,86,13,after slightly surveying it went to a window to enjoy its prospect,0.7241917325744275,1.1,0.9852736112024046,1.5770575194952874,0.5628480646191314,1.0,0.6775590183956872,1.6149116064565718,0.7757588455913448,1.5,0.8988104348860173,2.1152310709054505,1.5732926859577865,3.0,2.068775450687606,3.229438893159109,0.4698641765704588,0.2733446519524618,0.8590831918505942,0.6536502546689303,0.5639855687606112,0.045988265961645784,0.388862379033075,0.3813817896316592,0.21891313338156007
3499,3500,"3499,""The hill, crowned with wood, which they had descended, receiving increased abruptness from the distance, was a beautiful object.""",2.45,0,4,2,135,19,hill crowned with wood which they had descended receiving increased abruptness from the distance was a beautiful object,1.633048184414873,2.2,1.2896867525472462,2.012520468119358,-0.17447413877675547,0.0,-0.12345552172010059,0.0,1.1274322091449125,2.0,0.804198092173838,1.9301529884257345,0.9085672170502831,2.0,0.775176638020443,1.4734350341925304,0.4752122241086591,0.27843803056027167,0.8726655348047538,0.6536502546689303,0.5699915110356537,0.08427894632595717,0.42866557406628836,0.4307213999197532,0.21891313338156007
3500,3501,"3500,""Every disposition of the ground was good; and she looked on the whole scene, the river, the trees scattered on its banks and the winding of the valley, as far as she could trace it, with delight.""",1.75,2,6,2,202,37,disposition of the ground was good and she looked on the whole scene the river the trees scattered on its banks and the winding of the valley as far as she could trace it with delight,1.0546849877891349,1.5,0.30062153138971426,0.5976628319344746,1.3001702680150182,2.0,0.4397003370697615,1.1353688192380438,1.8307789362520477,3.0,0.5777186239494579,1.4871200341788657,0.9085672170502831,2.0,0.24726826015382983,0.7568224804106999,0.4762308998302211,0.2767402376910017,0.8624787775891342,0.6536502546689303,0.5672750424448219,0.09157240925249298,0.41539784238855043,0.39371669220368277,0.21891313338156007
3501,3502,"3501,As they passed into other rooms these objects were taking different positions; but from every window there were beauties to be seen.",0.25,0,3,0,137,22,they passed into other rooms these objects were taking different positions but from every window there were beauties to be seen,-0.18466471926601796,0.0,-0.1348609428407949,-0.02529477582432356,-0.17447413877675547,0.0,-0.12345552172010059,0.0,0.7757588455913448,1.5,0.4566569125402784,1.2503024185588325,-0.42088372076472375,0.0,-0.31026164335974327,0.0,0.47563667232597656,0.27164685908319186,0.8573853989813243,0.6519524617996605,0.5641553480475383,0.08731788921201349,0.3755946473553371,0.3752143383456474,0.20730962356794896
3502,3503,"3502,""The rooms were lofty and handsome, and their furniture suitable to the fortune of its proprietor; but Elizabeth saw, with admiration of his taste, that it was neither gaudy nor uselessly fine; with less of splendour, and more real elegance, than the furniture of Rosings.""",2.7,5,9,4,278,45,rooms were lofty and handsome and their furniture suitable to the fortune of its proprietor but elizabeth saw with admiration of his taste that it was neither gaudy nor uselessly fine with less of splendour and more real elegance than the furniture of rosings,1.8396064689240652,2.45,0.45459240857216393,0.8179181464189138,3.512136878202679,5.0,1.034198240433465,2.3339257942679406,2.885799026912751,4.5,0.7551481421104818,1.8342028148731333,2.2380181548652898,4.0,0.6066093510431602,1.2446123083759166,0.4752122241086591,0.2699490662139219,0.8590831918505942,0.6553480475382003,0.5648981324278439,0.08427894632595717,0.36232691567759917,0.3813817896316592,0.23051664319517196
