,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1591,1591,'I have come early.,0.03454613514274924,0.027257008638936,0.007849652566378146,0.06376527976070462,-0.0016945933783483543,-0.003908842775933756,0.053762611708348486,0.08080206790423347,0.03625574678417186,0.08004772635778516,0.02338543991860604,0.10613647422060553,0.2616344365166968,0.24231552318125446,0.039272798903676416,-0.5987850888885747,0.7022678260425165,0.2840902242742647,-0.8912190332771786,0.1452126615833516,-0.11454939561357186,0.6593351244582684,-0.037344277532403616,-0.3968664910533733,-0.6824501154105255,-0.05669904028977464,-0.7200372122925415,1.091116855386781,0.4004360603137032,-0.042318219625131916,0.6426276650286069
1592,1592,"I have taken my place at the table ten minutes before the time in order to taste every moment of anticipation; to see the door open and to say, ""Is it Percival? No; it is not Percival.""",0.041246637429729345,0.031605174988899004,0.012628052930342389,0.060008843840269735,0.008437525340912766,3.0100919780690312e-05,0.054861932379730624,0.08628868969920328,0.03448187706157008,0.07506872816695938,0.023065711014688055,0.10703005700450369,0.3963599149995222,0.3448878055027172,0.13858091407239545,-0.4079607028021226,0.6680407272378963,0.4254881679949557,-0.6584203926381591,0.20716486469070955,-0.05655573416600059,0.6747258036013755,0.04049857858800531,-0.3971807622230467,-0.7101795347449802,-0.0874425853039763,-0.6459404211428074,1.0042950618049775,0.34794255700014254,-0.042318219625131916,0.7036348446533179
1593,1593,"There is a morbid pleasure in saying: ""No, it is not Percival.""",0.04782071514525699,0.03845683105550737,0.012628052930342389,0.06586621131304272,0.015466368690456388,0.005099825144957619,0.054861932379730624,0.08995781577768296,0.03411845009401264,0.07509174955016024,0.022937303179814517,0.11492714181981399,0.39342413728948217,0.34179569194153253,0.13858091407239545,-0.41463332509580747,0.6856950849859643,0.4094064052192474,-0.6584203926381591,0.30478651807200086,-0.05655573416600059,0.6747258036013755,0.15726286276861876,-0.4674213921286684,-0.8091569086854208,-0.08966462010569698,-0.6404354192631952,1.0829883558003572,0.2844278495733224,-0.09931860018127359,0.6753342203839994
1594,1594,I have seen the door open and shut twenty times already; each time the suspense sharpens.,0.04933781000268644,0.04003798245549392,0.012628052930342389,0.06671252296310116,0.012143703642685468,0.003110025687560766,0.054861932379730624,0.09378855895322116,0.03353437103900962,0.07538159708564088,0.022781449559704868,0.11564473909242337,0.41582765966897123,0.36539224529467257,0.13858091407239545,-0.48378230035551517,0.727442028770695,0.30958176999736864,-0.6584203926381591,0.32731459192922197,-0.05655573416600059,0.6747258036013755,0.11834143470841435,-0.5382767164916888,-0.8320814596608153,-0.024391600782542013,-0.6694613592721045,1.0830281475173698,0.22126453071235722,-0.09931860018127359,0.6451282045345965
1595,1595,This is the place to which he is coming.,0.04782071514525698,0.03845683105550738,0.010531954798198453,0.059778706461745074,0.01296097206169364,0.00817914066328869,0.05125060258593853,0.09428873600360058,0.03430097479870109,0.07626362116490253,0.023022779209232222,0.12020770811793238,0.3626957403822797,0.3094309483625901,0.11293645191227009,-0.5195437353338177,0.6597977181604914,0.25452381992224343,-0.5605512954405468,0.30478651807200086,-0.08555256488978638,0.6131630870289467,0.2351057188890278,-0.472905178914087,-0.8796251385859238,-0.06035040821463653,-0.7145257862616125,1.1739719630238843,0.2831286376360675,-0.15631898073741526,0.5808471137565112
1596,1596,This is the table at which he will sit.,0.04680931857363734,0.03740273012218301,0.010531954798198453,0.05866513850114184,0.015190038179931087,0.00817914066328869,0.049771075835150114,0.09222672476526761,0.03430097479870109,0.0724176633400465,0.023022779209232222,0.12022191997463155,0.340923430170631,0.2864992204482052,0.11293645191227009,-0.44036331631918973,0.6386399092493322,0.25452381992224343,-0.5605512954405468,0.28976780216718684,-0.08555256488978638,0.5977724078858396,0.2351057188890278,-0.402500904408435,-0.9512760930975777,-0.12631796278043747,-0.7526545171837928,1.173369071577327,0.28040008363634883,-0.15631898073741526,0.5873956027556085
1597,1597,"Here, incredible as it seems, will be his actual body.",0.04605077114492262,0.033976902088878824,0.0061083322637474815,0.056571630735207774,0.01800023573545508,0.00434081896894852,0.04582788494759235,0.08676727136161366,0.03546913290870713,0.07178526871717966,0.023154391415795655,0.11920786586791317,0.31997516414393273,0.23531209509360176,0.056079636876562075,-0.40635058453965683,0.6011239059781275,0.17713411526606937,-0.5051806085596839,0.24095697547654119,-0.14354622633735734,0.5362096913134109,0.15726286276861876,-0.4029925637966858,-0.8843342905914655,-0.126410049257692,-0.7497602344527813,1.264447800730323,0.28083246544133195,-0.15631898073741526,0.6205551083244086
1598,1598,"This table, these chairs, this metal vase with its three red flowers are about to undergo an extraordinary transformation.",0.044407251716040715,0.03226398807222673,0.0029398601812390597,0.056794344327328425,0.01787798041867722,0.0022612402539384222,0.04582788494759235,0.08309814528313399,0.03546913290870713,0.06627677871273421,0.023154391415795655,0.11896942144843395,0.2434628463044664,0.15472534808616367,-0.05639844756453024,-0.4065593997867543,0.5981281296728984,0.11338400004246839,-0.934440091953444,0.2165515621312183,-0.17254305706114315,0.5362096913134109,0.11834143470841435,-0.47365313689308064,-0.9048113203112657,-0.12548374714804875,-0.7478539533981416,1.3500826502462664,0.27778043422252896,-0.15631898073741526,0.5837528601594986
1599,1599,"Already the room, with its swing-doors, its tables heaped with fruit, with cold joints, wears the wavering, unreal appearance of a place where one waits expecting something to happen.",0.044407251716040715,0.03226398807222673,0.0029398601812390597,0.05523534918248391,0.021091787992604836,-0.001897917176081774,0.04582788494759235,0.08309814528313399,0.03546913290870713,0.06600912046226645,0.023154391415795655,0.11861875652036372,0.2434628463044664,0.15472534808616367,-0.05639844756453024,-0.3226713129969813,0.5650014186388841,-0.014116230404733629,-0.934440091953444,0.2165515621312183,-0.17254305706114315,0.5362096913134109,0.04049857858800531,-0.40281479256969566,-0.9035148429223375,-0.05579154583826724,-0.7497203603436097,1.3518840872548443,0.2779493553266484,-0.12781879045934458,0.5888679568211677
1600,1600,Things quiver as if not yet in being.,0.045924346573470165,0.033845139472213286,0.00590140871997211,0.054418732678041544,0.0213563953905624,-0.001897917176081774,0.04582788494759235,0.08309814528313399,0.03546913290870713,0.06999930863970615,0.023154391415795655,0.11893991278336004,0.28117359378919243,0.19444426593922393,-0.010763792695377018,-0.3149356991983573,0.5470854008557475,-0.014116230404733629,-0.934440091953444,0.23907963598843945,-0.14354622633735734,0.5362096913134109,0.04049857858800531,-0.34006639875422984,-0.7987542195122883,0.011633590258689581,-0.712375246627237,1.441828810970211,0.29141729335952615,-0.12781879045934458,0.5577348901089938
1601,1601,The blankness of the white table-cloth glares.,0.046682894002184894,0.03463571517220655,0.003922513398774691,0.05007581763168895,0.022522007725869132,-0.007553333551796173,0.04533203394759311,0.08447676698606002,0.033684446907309006,0.06584436502104588,0.022781711719021623,0.12069311074308507,0.28139921961030057,0.1946819067724573,-0.03358112012995378,-0.27371594123917736,0.4905027386006591,-0.11740322196917916,-0.934440091953444,0.2503436729170499,-0.17254305706114315,0.5362096913134109,-0.07626570559260804,-0.26951387658674325,-0.7943917955943807,0.01536033350573485,-0.705624376094103,1.4420488557642899,0.23353987454382677,-0.12781879045934458,0.5864056432195103
1602,1602,"The hostility, the indifference of other people dining here is oppressive.",0.04731501685944717,0.03529452825553428,0.004243903265795788,0.05280352886470943,0.019080436822053994,-0.00765167629838927,0.051662725072513696,0.09014311813896561,0.040888088585679626,0.07133482623141836,0.02450108917239129,0.11905094854882234,0.35066884487900435,0.2676402737969847,0.0557619114931329,-0.21533489319966684,0.5494201716408371,0.05034048226860339,-0.833889153082963,0.25973037035755864,-0.17254305706114315,0.6439444453151612,-0.07626570559260804,-0.19822244820575283,-0.7145155897380747,0.08573881825803015,-0.5997071574403284,1.5327647606405639,0.2965544151950245,-0.0708184099032029,0.5972508450822959
1603,1603,"We look at each other; see that we do not know each other, stare, and go off.",0.05047563114575854,0.03595334133886201,0.007205451804528839,0.05280352886470943,0.018996700303712994,-0.0055118258883369966,0.051662725072513696,0.09235978022017358,0.04264032575068869,0.0768100323083445,0.024849103017371248,0.11893246998366579,0.4307326132350188,0.2857693965201645,0.10139656636228613,-0.21514779109799942,0.5503528969378401,0.12577063583752676,-0.6597298182105366,0.2691170677980675,-0.17254305706114315,0.6439444453151612,-0.037344277532403616,-0.12689945993154533,-0.6179921439104753,0.08528129163896453,-0.5942685018033269,1.5338025041330363,0.36002690896536443,-0.013818029347061235,0.6712565311089116
1604,1604,Such looks are lashes.,0.056164736861119,0.03924740675550065,0.00913008987493972,0.052024031292287165,0.02328401004277224,-0.0015867967140350406,0.05747045080712013,0.09868792552051713,0.041783676470017586,0.08233932476748951,0.02441782114245063,0.12098796969715218,0.515998236998632,0.3443694508903529,0.12290894897234322,-0.1613386135475676,0.5230091872666208,0.21786337806263575,-0.5089034099048132,0.3160505550006114,-0.17254305706114315,0.720897841030697,0.04049857858800531,-0.0555781760447749,-0.5440015690083656,0.21879750734419542,-0.6028090598676573,1.618050123247089,0.4234371715437624,0.014682160931009755,0.7738998335529061
1605,1605,I feel the whole cruelty and indifference of the world in them.,0.05363624543206991,0.03661215442218974,0.00654411851865953,0.05358302643713169,0.02458192607705776,-0.0015867967140350406,0.05185577630901954,0.10194673922758526,0.041783676470017586,0.08210134468572647,0.02441782114245063,0.12139108422456982,0.4646804096894527,0.2903188498483981,0.08564840929986291,-0.16865232802504135,0.533184587471871,0.21786337806263575,-0.5089034099048132,0.27850376523857623,-0.20153988778492862,0.6593351244582684,0.04049857858800531,-0.05670541661587081,-0.4959633670608853,0.16175907208417734,-0.5635852310720675,1.6332759904742895,0.4866454106736029,0.07168254148715111,0.708629876083851
1606,1606,If he should not come I could not bear it.,0.05717613343273864,0.04030150768882501,0.009712590601167952,0.0536572643011719,0.026256656443877778,0.002589784291562597,0.053742093465811394,0.10893667867536676,0.045361160681911095,0.08689367551638148,0.025047940511843253,0.12186787167370725,0.5229892948840599,0.3517327961533914,0.13563866905145924,-0.13330273580039353,0.5380051961607271,0.3045379950271166,-0.31812141728536514,0.33106927090542543,-0.17254305706114315,0.6747258036013755,0.11834143470841435,0.01204137196066642,-0.4241891778980302,0.2262201140744607,-0.5188254014552982,1.6330438299526322,0.5500624445314317,0.1286829220432928,0.7898638121433649
1607,1607,I should go.,0.056417586004023905,0.03951093198883174,0.0033756464361511087,0.050539274011482865,0.02166789523879092,0.0004499338815103221,0.05670114696738826,0.11034595189670043,0.045361160681911095,0.09193646790161929,0.025047940511843253,0.12128940665051738,0.4879149531628638,0.31479067777881903,0.03565814954826625,-0.2566054505042165,0.47203740600309474,0.22910784145819327,-0.31812141728536514,0.3198052339768149,-0.2305367185087141,0.7055071618875899,0.07942000664820983,0.08322982852986766,-0.43106980425092417,0.315439226742617,-0.5194086719529161,1.723580716995571,0.6093050957336814,0.18568330259943447,0.7472876985689082
1608,1608,Yet somebody must be seeing him now.,0.05730255800419109,0.04043327030549056,0.00824567624744812,0.0483121380902764,0.02412639941728271,0.0025566984014471286,0.053117635056715434,0.11382559586138735,0.04685380715580771,0.09745022786125529,0.025345260084947037,0.119288577087027,0.501473696076736,0.3290714500229912,0.10241754477944233,-0.2262416920622804,0.4284241828294756,0.29796583583449016,-0.237501310891409,0.3329466103935272,-0.17254305706114315,0.6593351244582684,0.11834143470841435,0.15446215658493398,-0.4353018509603182,0.3663767323145904,-0.6019762400290483,1.8147500080152847,0.6721675342651525,0.24268368315557612,0.8104850676763232
1609,1609,He must be in some cab; he must be passing some shop.,0.056670435146928815,0.03977445722216283,0.00824567624744812,0.04430329343210478,0.02129610509735688,-0.0014654228648478972,0.05076314467943821,0.11130938485028642,0.04568564904580167,0.1027326645246321,0.02519847570664837,0.11881711236904707,0.4911872463825621,0.3182372269525519,0.10241754477944233,-0.2900999482085113,0.370846502144495,0.19325492467493902,-0.237501310891409,0.32355991295301845,-0.17254305706114315,0.628553766172054,0.04049857858800531,0.22568281565035608,-0.43767189042941634,0.4523478897497088,-0.6025726269845615,1.8219636382105675,0.7348165150978071,0.2996840637117178,0.7821884776533187
1610,1610,"And every moment he seems to pump into this room this prickly light, this intensity of being, so that things have lost their normal uses--this knife-blade is only a flash of light, not a thing to cut with.",0.055659038575309176,0.03872035628883846,0.00824567624744812,0.042967011879380915,0.02233276319441847,-0.003344740047831287,0.05076314467943821,0.10956782130439706,0.04568564904580167,0.09753510187642954,0.02519847570664837,0.11660434422164534,0.4788709678283591,0.30526508270248276,0.10241754477944233,-0.2728332239191867,0.3564841051946103,0.15952153448826678,-0.237501310891409,0.3085411970482043,-0.17254305706114315,0.628553766172054,0.0015771505278008996,0.2203181083083107,-0.46980017999497986,0.32461388337816477,-0.524446879178704,1.731991448007457,0.7212909328687308,0.24268368315557612,0.7572905327552768
1611,1611,The normal is abolished.,0.052624848860450255,0.035558053488865364,0.00824567624744812,0.04425875071368066,0.01989100631959488,-0.0031117332280406135,0.04639387534130931,0.10439955732561582,0.05269459770583794,0.10290213518891793,0.026493344105608517,0.1145523039781182,0.49030143720777253,0.3173042467229449,0.10241754477944233,-0.28419494603112205,0.36933138300511364,0.3276144604923412,-0.237501310891409,0.2634850493337621,-0.17254305706114315,0.5823817287427325,0.0015771505278008996,0.22029113600474945,-0.3772800343027952,0.4655926192006379,-0.48870684449147467,1.7329662702522286,0.7794688160503351,0.2996840637117178,0.8294328392368346
1612,1612,"'The door opens, but he does not come.",0.051107754003020804,0.03397690208887882,0.01120722478618117,0.05192115882354574,0.025147984941042922,-0.002740081758689231,0.04639387534130931,0.10962842771579398,0.057464576655029284,0.10823172408294707,0.02796095232906822,0.12150863718675932,0.5021723415803311,0.32980729975328216,0.14805219964859556,-0.24171997925375763,0.4192156404544317,0.3769964729636843,-0.28676100956950135,0.24095697547654096,-0.14354622633735734,0.5823817287427325,0.0015771505278008996,0.2913506144909304,-0.30767959142762197,0.41383954200543616,-0.5258516635873675,1.8239614327182956,0.8428359361768415,0.35668444426785934,0.833271796777774
1613,1613,That is Louis hesitating there.,0.049464234574138885,0.034899240405537636,0.00771046502674811,0.04801306555228584,0.04486960974071548,-0.000288000646130068,0.047987222234155316,0.11651178347456703,0.05943507494059211,0.10829080305429382,0.03221908981863622,0.15103334939646887,0.5624111148091582,0.4014438071960519,0.1645358616477169,-0.14895808107385422,0.42914357709505224,0.4799843164096869,-0.21888912583192596,0.19965550673830224,-0.28853037995628567,0.5208190121703038,0.0015771505278008996,0.29263556941513136,-0.3027053048547891,0.40347690954255766,-0.41768133880406877,1.9095142963327871,0.8434664742985667,0.35668444426785934,0.8407229038802773
1614,1614,That is his strange mixture of assurance and timidity.,0.04883211171687662,0.03424042732220991,0.00324688665726152,0.04600864322320003,0.050511776346532124,-0.000288000646130068,0.043332965355762594,0.11250200756651138,0.05242612628055584,0.10948209029342239,0.03133838354884422,0.15125360238944202,0.5153774607145147,0.35190551989291524,0.07178380662882337,-0.029210757790010387,0.38601368861691754,0.4272758942430116,-0.21888912583192596,0.1902688092977935,-0.3465240414038566,0.459256295597875,0.0015771505278008996,0.2927161905582074,-0.26099442050623234,0.4351001815685951,-0.42836972215415625,1.9821124542830812,0.8464019730329592,0.2996840637117178,0.8699829846167352
1615,1615,He looks at himself in the looking-glass as he comes in; he touches his hair; he is dissatisfied with his appearance.,0.04377512885877842,0.028969922655588093,-0.0026533311075833954,0.05059743407525381,0.05149484307185548,-0.0039927010386818125,0.04204206173069489,0.1096479332275079,0.051428324561592346,0.10834017421344745,0.030906588812167676,0.1589369726510346,0.4993662985940509,0.3350417323678253,0.04495621806463773,-0.06619501772386362,0.40719185759616755,0.3460608439132572,-0.26154927626992136,0.11517522977372326,-0.4625113642989992,0.4438656164547679,-0.07626570559260804,0.2926963188050551,-0.2495783354635839,0.30771622435207246,-0.47191811791887794,1.982589070626852,0.8388079575096307,0.2996840637117178,0.9091692905278721
1616,1616,"He says, ""I am a Duke--the last of an ancient race.""",0.04693574314508979,0.03226398807222673,-0.0026533311075833954,0.04780609038734171,0.0528430010171456,-0.00029998514153738984,0.04446542387268893,0.1118262809107063,0.054348719836607454,0.107528323748039,0.031404869362649954,0.1621383595365462,0.5250218796467473,0.36206352281940185,0.032181175891215864,0.043839476294024925,0.3552931050745596,0.3876860458394259,-0.16845719601262843,0.16210871697626716,-0.4625113642989992,0.4900376538840894,0.0015771505278008996,0.2926387654075539,-0.2508104233395138,0.31760546622363317,-0.4419038849282345,1.982559318666132,0.8387627865229755,0.2996840637117178,0.9687190522684465
1617,1617,"He is acrid, suspicious, domineering, difficult (I am comparing him with Percival).",0.04478652543039806,0.030024023588912454,-0.0026152771501247903,0.05400495203469968,0.049207161390779325,-0.003985805868108208,0.04357622875797094,0.11075974739520365,0.05323031660906463,0.11284376697287246,0.030599896206877905,0.16242487483567103,0.5024546902385286,0.3382945868511468,0.03308735782945534,-0.0068583927749276945,0.4304458646959248,0.32846642372973195,-0.16845719601262843,0.13019394567853718,-0.4625113642989992,0.4746469747409823,-0.07626570559260804,0.29268867565939466,-0.2315486353768585,0.357412331686186,-0.44894879832003987,1.9828439933710396,0.9006710653609761,0.35668444426785934,0.9084905882469769
1618,1618,"At the same time he is formidable, for there is laughter in his eyes.",0.044912950001850506,0.030155786205578003,-0.004298480011237173,0.05292850300611656,0.04807839312354263,-0.0021641887441950594,0.04092901312898483,0.10743754077506512,0.05097744025405298,0.11284321224074714,0.03118464984731528,0.16351847661405525,0.4953147180266516,0.33077439728525326,0.017279049665606533,-0.008423779848985586,0.4217669472693047,0.35582781620793447,-0.10812663269033931,0.11705256926182489,-0.49150819502278464,0.4284749373116608,-0.037344277532403616,0.3636052494511,-0.15818004833313706,0.3550307411267976,-0.4176759544778458,1.9831100958872088,0.9616893473639784,0.35668444426785934,0.9061679571094102
1619,1619,He has seen me.,0.04238445857280141,0.02752053387226709,-0.008064611235862688,0.051777816113493226,0.04811858665234631,-0.005959525985810309,0.04008877872023516,0.1043089960212295,0.054773954111572626,0.11170739821415077,0.0318698761670588,0.16531283670883096,0.4692923163687431,0.30336625232052045,-0.023801149862879217,-0.00017304015651958243,0.41244360128422836,0.28390798667891604,-0.10812663269033931,0.07950577949978972,-0.5495018564703562,0.4130842581685535,-0.11518713365281255,0.3636017598188942,-0.2606058683588775,0.42715065306978794,-0.4170210595159968,1.9831211749895443,0.961463030882063,0.35668444426785934,0.9398957667670239
1620,1620,Here he is.,0.04238445857280141,0.02752053387226709,-0.008064611235862688,0.0560836122278257,0.049590674644781105,-0.005959525985810309,0.04008877872023516,0.1043089960212295,0.054773954111572626,0.11222135752826141,0.0318698761670588,0.1637329281755809,0.4692923163687431,0.30336625232052045,-0.023801149862879217,0.022715019594984214,0.466569761222553,0.28390798667891604,-0.10812663269033931,0.07950577949978972,-0.5495018564703562,0.4130842581685535,-0.11518713365281255,0.36356985096245653,-0.16697294208591798,0.4600979381274221,-0.4210584129044322,1.9836546234280137,1.0224200332810602,0.413684824824001,0.9457644038197267
1621,1621,"'There is Susan,' said Louis.",0.05060205571721097,0.03608510395552755,-0.0023828450661598647,0.05740989641485882,0.05237910070553644,-0.007842654721033564,0.050391036464796854,0.11586601171175123,0.06197759578994324,0.11225353199153007,0.03307804098215776,0.16468782105103202,0.5344356997521118,0.37197864708470335,0.03852810891404527,0.07811167829611497,0.48311904789467924,0.18819381575179672,-0.030240210352160787,0.20153284622640397,-0.4625113642989992,0.5823817287427325,-0.15410856171301707,0.36357249797615404,-0.08196840471272283,0.6070546613454842,-0.413318961942554,1.9835412340395346,1.022481255903752,0.413684824824001,0.9553802079456575
1622,1622,"'She does not see us. She has not dressed, because she despises the futility of London. She stands for a moment at the swing-door, looking about her like a creature dazed by the light of a lamp. Now she moves. She has the stealthy yet assured movements (even among tables and chairs) of a wild beast. She seems to find her way by instinct in and out among these little tables, touching no one, disregarding waiters, yet comes straight to our table in the corner. When she sees us (Neville, and myself) her face assumes a certainty which is alarming, as if she had what she wanted. To be loved by Susan would be to be impaled by a bird's sharp beak, to be nailed to a barnyard door.",0.0524984242889978,0.035426290872199825,-6.361683945827193e-05,0.0583007507833414,0.049138497445739705,-0.007842654721033564,0.0491810539735099,0.11320629586446904,0.06431391200995533,0.11772651913995491,0.03338005875355846,0.16363761514164632,0.5664599597401477,0.36073544245817935,0.06953075191571925,0.019798742472296182,0.5052798282157318,0.18819381575179672,-0.030240210352160787,0.19214614878589512,-0.4335145335752137,0.5669910495996252,-0.15410856171301707,0.3633535086604699,-0.011216145322809101,0.47421081143570365,-0.4143523320172724,1.9826157263158475,1.0248356649003472,0.38518463454593016,0.9970208868116588
1623,1623,"Yet there are moments when I could wish to be speared by a beak, to be nailed to a barnyard door, positively, once and for all.",0.04301658143006369,0.025544094622283908,-0.007236098617035692,0.05896146777329932,0.04609383763886091,-0.00966784098964815,0.04483638489351234,0.10735324909944412,0.058504980317470714,0.11237640515728885,0.030710022482312794,0.16044660135431518,0.4715482227863195,0.26076947161956776,-0.003976387947562953,-0.00575919065874478,0.5111171491249438,0.16046513982646984,0.039892644950845164,0.05134568717826339,-0.5495018564703562,0.4900376538840894,-0.19302998977322147,0.2924355964671442,-0.0915959300860939,0.36784736784529976,-0.4066158095423914,1.9112172512224597,0.9614576347516667,0.32818425398978845,1.0298924466293076
1624,1624,"'Rhoda comes now, from nowhere, having slipped in while we were not looking.",0.044280827144588246,0.02686172078893936,-0.007236098617035692,0.06207945806298835,0.04360016412266589,-0.007732046749236454,0.04593570556489447,0.11082453355911076,0.058504980317470714,0.11641069453869163,0.030710022482312794,0.1606690619598398,0.49021782476922704,0.2804332660805176,-0.003976387947562953,-0.047495395849236885,0.533625059825272,0.20137288419406507,0.039892644950845164,0.07011908205928098,-0.5495018564703562,0.5054283330271967,-0.15410856171301707,0.3635005136727873,-0.01476079315703602,0.37185745333170717,-0.4110609113386086,1.9134217259489528,1.0249560835103442,0.38518463454593016,1.0997836872300897
1625,1625,"She must have made a tortuous course, taking cover now behind a waiter, now behind some ornamental pillar, so as to put off as long as possible the shock of recognition, so as to be secure for one more moment to rock her petals in her basin.",0.04225803400134897,0.02475351892229063,-0.013658835553130154,0.06486337796449641,0.03978680307741671,-0.015340141764021879,0.04208395347006447,0.10441209658314617,0.05840763380830355,0.11637103119173112,0.03066436783071596,0.15555369492138765,0.619106784942254,0.4161858131058,0.06496687869108905,-0.004232472350196225,0.618631330045912,0.22476294714162245,0.14186990951484613,0.04008165024965282,-0.6074955179179272,0.459256295597875,-0.30979427395383496,0.29234241264812727,-0.07779381686671216,0.34381907082472307,-0.4953223294116876,1.9107021382630323,1.0276428322196633,0.38518463454593016,1.0846156436561876
1626,1626,We wake her.,0.04731501685944717,0.027388771255601543,-0.006660117245480006,0.06441795078025514,0.04154024577147727,-0.011347757374828868,0.04208395347006447,0.10441209658314617,0.06304781741193867,0.11659708453279975,0.03229410112363994,0.15496773480086184,0.6020152133789479,0.45551340202769997,0.07966815795340391,0.035397431431218235,0.5588987476172926,0.20603791912569855,0.24533597202107651,0.07762844001168799,-0.5205050257465701,0.459256295597875,-0.231951417833426,0.2924232423180059,-0.08614700177997107,0.3335149298992408,-0.5643043279989944,1.9054977843563852,1.0907073359859885,0.38518463454593016,1.0980451666614357
1627,1627,We torture her.,0.04731501685944717,0.027388771255601543,-0.006660117245480006,0.06441795078025514,0.041185202933711425,-0.011347757374828868,0.04208395347006447,0.10441209658314617,0.06304781741193867,0.12206452435997138,0.03229410112363994,0.15417089566614633,0.6020152133789479,0.45551340202769997,0.07966815795340391,0.027758104540850363,0.5588987476172926,0.20603791912569855,0.24533597202107651,0.07762844001168799,-0.5205050257465701,0.459256295597875,-0.231951417833426,0.29247223760530483,-0.006251372137880073,0.4690687529974709,-0.5332745119231616,1.9068862091899854,1.0962803990591918,0.4421850151020718,1.196863211902853
1628,1628,"She dreads us, she despises us, yet comes cringing to our sides because for all our cruelty there is always some name, some face, which sheds a radiance, which lights up her pavements and makes it possible for her to replenish her dreams.",0.047947139716709435,0.02804758433892927,-0.006660117245480006,0.06530880514873771,0.04389659139759304,-0.007392426799918303,0.04326119865870308,0.10647410782147913,0.060127422136923556,0.12277180781975668,0.03192714017789327,0.15458186370293872,0.6123016630731218,0.4663476250981393,0.07966815795340391,0.08174834488524309,0.564783676315157,0.29980601266411533,0.368485218716308,0.08701513745219673,-0.5205050257465701,0.4746469747409823,-0.15410856171301707,0.2927885302082683,0.0937140140275146,0.5945159904201038,-0.536780424017959,1.9123465932068948,1.1595095655261345,0.49918539565821335,1.2988881666636207
1629,1629,"'The door opens, the door goes on opening,' said Neville, 'yet he does not come.'",0.053509820860617445,0.03384513947221327,-0.001889215512439406,0.06281441291698649,0.04721255752389668,-0.0033863473564477967,0.04038788300170388,0.11302656650653324,0.06363189646694169,0.1283185743408493,0.03257637604924587,0.15693479989223885,0.7271445458626515,0.5873061139049037,0.16352300248632082,0.10878822552570132,0.5261514882231064,0.42633433702262513,0.2973849679863161,0.16961807492867398,-0.4625113642989992,0.4284749373116608,-0.07626570559260804,0.36383386717271776,0.19312115924194692,0.6890999187189741,-0.4335983639892004,1.9869631666169334,1.2229797344588802,0.556185776214355,1.4053671414841271
1630,1630,"'There is Jinny,' said Susan.",0.04895853628832907,0.03173693760556455,-0.007313805535968567,0.05873875418117867,0.0486779465948642,-0.010453680998428997,0.03993710814022044,0.10916238531091395,0.06404167891505493,0.12279371973870688,0.032810949728915725,0.15262869350770542,0.6967508397934735,0.5765854589498051,0.1070566863454232,0.12988740512356797,0.5108593382597186,0.3377461143490831,0.24993442727280832,0.13958064311904603,-0.5495018564703562,0.4130842581685535,-0.231951417833426,0.2925663449001615,0.21638235439634343,0.5846098148707758,-0.44681551515218565,1.9852272247339562,1.2127091413907072,0.49918539565821335,1.4010471199574057
