"","sent_raw","syuzhet","bing","afinn","nrc"
"1129","1128,""Who are you, and why do you seek me?""",0,0,0,0
"1130","1129,""I am a Woodman, and made of tin.""",0,0,0,0
"1131","1130,""Therefore I have no heart, and cannot love.""",0.75,1,2,1
"1132","1131,I pray you to give me a heart that I may be as other men are.",0.1,0,1,1
"1133","1132,Why should I do this?",0,0,0,0
"1134","1133,demanded the Beast.",-0.9,0,-1,-1
"1135","1134,""Because I ask it, and you alone can grant my request, answered the Woodman.""",-0.1,0,-1,1
"1136","1135,""Oz gave a low growl at this, but said, gruffly: If you indeed desire a heart, you must earn it.""",-0.5,-1,1,0
"1137","1136,How?",0,0,0,0
"1138","1137,asked the Woodman.",0,0,0,0
"1139","1138,""Help Dorothy to kill the Wicked Witch of the West, replied the Beast.""",-2.4,-2,-3,-4
"1140","1139,""When the Witch is dead, come to me, and I will then give you the biggest and kindest and most loving heart in all the Land of Oz.""",-0.65,0,-1,1
"1141","1140,So the Tin Woodman was forced to return sorrowfully to his friends and tell them of the terrible Beast he had seen.",-2.75,-2,-4,-3
"1142","1141,""They all wondered greatly at the many forms the Great Wizard could take upon himself, and the Lion said:""",1,1,3,2
"1143","1142,""If he is a Beast when I go to see him, I shall roar my loudest, and so frighten him that he will grant all I ask.""",-0.75,-1,1,-1
"1144","1143,""And if he is the lovely Lady, I shall pretend to spring upon her, and so compel her to do my bidding.""",0,0,2,0
"1145","1144,""And if he is the great Head, he will be at my mercy; for I will roll this head all about the room until he promises to give us what we desire.""",2.6,3,7,1
"1146","1145,""So be of good cheer, my friends, for all will yet be well.""",2.3,3,5,2
"1147","1146,The next morning the soldier with the green whiskers led the Lion to the great Throne Room and bade him enter the presence of Oz.",2,2,3,5
"1148","1147,""The Lion at once passed through the door, and glancing around saw, to his surprise, that before the throne was a Ball of Fire, so fierce and glowing he could scarcely bear to gaze upon it.""",0.3,-1,-2,2
"1149","1148,""His first thought was that Oz had by accident caught on fire and was burning up; but when he tried to go nearer, the heat was so intense that it singed his whiskers, and he crept back tremblingly to a spot nearer the door.""",-2,-3,-3,-1
"1150","1149,""Then a low, quiet voice came from the Ball of Fire, and these were the words it spoke:""",0,1,-2,-1
"1151","1150,""I am Oz, the Great and Terrible.""",-0.25,0,0,-1
"1152","1151,""Who are you, and why do you seek me?""",0,0,0,0
"1153","1152,""And the Lion answered, I am a Cowardly Lion, afraid of everything.""",-1.65,-2,-4,-1
"1154","1153,""I came to you to beg that you give me courage, so that in reality I may become the King of Beasts, as men call me.""",0.1,0,2,1
"1155","1154,Why should I give you courage?",0.75,1,2,1
"1156","1155,demanded Oz.",-0.4,0,-1,0
"1157","1156,""Because of all Wizards you are the greatest, and alone have power to grant my request, answered the Lion.""",0.5,1,2,2
"1158","1157,""The Ball of Fire burned fiercely for a time, and the voice said, Bring me proof that the Wicked Witch is dead, and that moment I will give you courage.""",-2.5,-2,-5,-1
"1159","1158,""But as long as the Witch lives, you must remain a coward.""",-1.4,-1,-2,-2
"1160","1159,""The Lion was angry at this speech, but could say nothing in reply, and while he stood silently gazing at the Ball of Fire it became so furiously hot that he turned tail and rushed from the room.""",-1.9,-1,-5,1
"1161","1160,""He was glad to find his friends waiting for him, and told them of his terrible interview with the Wizard.""",0.4,0,0,1
"1162","1161,What shall we do now?",0,0,0,0
"1163","1162,asked Dorothy sadly.",-1,-1,-2,-1
"1164","1163,""There is only one thing we can do, returned the Lion, and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.""",-1.55,-2,-5,0
"1165","1164,But suppose we cannot?",0,0,0,0
"1166","1165,said the girl.",0,0,0,0
"1167","1166,""Then I shall never have courage, declared the Lion.""",0.85,1,2,2
"1168","1167,""And I shall never have brains, added the Scarecrow.""",0.6,0,0,1
"1169","1168,""And I shall never have a heart, spoke the Tin Woodman.""",0,0,0,-1
"1170","1169,""And I shall never see Aunt Em and Uncle Henry, said Dorothy, beginning to cry.""",-0.5,-1,-1,0
"1171","1170,Be careful! cried the green girl.",-0.75,0,0,2
"1172","1171,The tears will fall on your green silk gown and spot it.",-0.45,-1,-2,1
"1173","1172,""So Dorothy dried her eyes and said, I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.""",-0.5,-1,-2,0
"1174","1173,""I will go with you; but Im too much of a coward to kill the Witch, said the Lion.""",-2.05,-2,-5,-2
"1175","1174,""I will go too, declared the Scarecrow; but I shall not be of much help to you, I am such a fool.""",-0.75,-1,0,-1
"1176","1175,""I havent the heart to harm even a Witch, remarked the Tin Woodman; but if you go I certainly shall go with you.""",-1.15,-1,-2,-2
"1177","1176,""Therefore it was decided to start upon their journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.""",0.75,1,-1,2
"1178","1177,The Scarecrow stuffed himself with fresh straw and Dorothy put new paint on his eyes that he might see better.",2.1,2,3,0
"1179","1178,""The green girl, who was very kind to them, filled Dorothys basket with good things to eat, and fastened a little bell around Totos neck with a green ribbon.""",1.85,1,5,5
"1180","1179,""They went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.""",-0.25,1,-5,1
"1181","1180,The Search for the Wicked Witch",-1.15,-1,-2,-2
"1182","1181,The soldier with the green whiskers led them through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.",0.5,1,1,3
"1183","1182,""This officer unlocked their spectacles to put them back in his great box, and then he politely opened the gate for our friends.""",1.5,1,3,1
"1184","1183,Which road leads to the Wicked Witch of the West?",-0.75,0,-2,-2
"1185","1184,asked Dorothy.",0,0,0,0
"1186","1185,""There is no road, answered the Guardian of the Gates.""",0.1,0,-1,1
"1187","1186,No one ever wishes to go that way.",0.8,0,0,0
"1188","1187,""How, then, are we to find her?""",0,0,0,0
"1189","1188,inquired the girl.",0,0,0,0
"1190","1189,""That will be easy, replied the man, for when she knows you are in the country of the Winkies she will find you, and make you all her slaves.""",-0.2,0,-2,0
"1191","1190,""Perhaps not, said the Scarecrow, for we mean to destroy her.""",-0.5,-1,-3,0
"1192","1191,""Oh, that is different, said the Guardian of the Gates.""",0.1,0,0,1
"1193","1192,""No one has ever destroyed her before, so I naturally thought she would make slaves of you, as she has of the rest.""",-1.75,-1,-7,0
"1194","1193,""But take care; for she is wicked and fierce, and may not allow you to destroy her.""",-0.5,-3,-2,-2
"1195","1194,""Keep to the West, where the sun sets, and you cannot fail to find her.""",-0.15,-1,-2,1
"1196","1195,""They thanked him and bade him good-bye, and turned toward the West, walking over fields of soft grass dotted here and there with daisies and buttercups.""",0.6,2,3,1
"1197","1196,""Dorothy still wore the pretty silk dress she had put on in the palace, but now, to her surprise, she found it was no longer green, but pure white.""",3.95,2,1,6
"1198","1197,The ribbon around Totos neck had also lost its green color and was as white as Dorothys dress.",-0.35,-1,-3,2
"1199","1198,The Emerald City was soon left far behind.",0,0,0,0
"1200","1199,""As they advanced the ground became rougher and hillier, for there were no farms nor houses in this country of the West, and the ground was untilled.""",0.75,1,0,1
"1201","1200,""In the afternoon the sun shone hot in their faces, for there were no trees to offer them shade; so that before night Dorothy and Toto and the Lion were tired, and lay down upon the grass and fell asleep, with the Woodman and the Scarecrow keeping watch.""",-0.7,-1,-3,1
"1202","1201,""Now the Wicked Witch of the West had but one eye, yet that was as powerful as a telescope, and could see everywhere.""",-0.4,0,0,-1
"1203","1202,""So, as she sat in the door of her castle, she happened to look around and saw Dorothy lying asleep, with her friends all about her.""",-0.5,-1,0,-1
"1204","1203,""They were a long distance off, but the Wicked Witch was angry to find them in her country; so she blew upon a silver whistle that hung around her neck.""",-1.9,-3,-5,-3
"1205","1204,At once there came running to her from all directions a pack of great wolves.",0.5,1,3,0
"1206","1205,They had long legs and fierce eyes and sharp teeth.",-0.5,0,0,-1
"1207","1206,""Go to those people, said the Witch, and tear them to pieces.""",-0.4,0,0,-1
"1208","1207,Are you not going to make them your slaves?",-1,-1,-3,0
"1209","1208,asked the leader of the wolves.",0.25,0,0,1
"1210","1209,""No, she answered, one is of tin, and one of straw; one is a girl and another a Lion.""",0.1,0,-1,1
"1211","1210,""None of them is fit to work, so you may tear them into small pieces.""",0.65,1,1,-1
"1212","1211,""Very well, said the wolf, and he dashed away at full speed, followed by the others.""",0.8,1,0,0
"1213","1212,It was lucky the Scarecrow and the Woodman were wide awake and heard the wolves coming.",0.75,1,3,1
"1214","1213,""This is my fight, said the Woodman, so get behind me and I will meet them as they come.""",-0.5,0,-1,-1
"1215","1214,""He seized his axe, which he had made very sharp, and as the leader of the wolves came on the Tin Woodman swung his arm and chopped the wolfs head from its body, so that it immediately died.""",-1.5,0,-4,1
"1216","1215,""As soon as he could raise his axe another wolf came up, and he also fell under the sharp edge of the Tin Woodmans weapon.""",-1.15,0,-1,-1
"1217","1216,""There were forty wolves, and forty times a wolf was killed, so that at last they all lay dead in a heap before the Woodman.""",-1.75,-2,-6,0
"1218","1217,""Then he put down his axe and sat beside the Scarecrow, who said, It was a good fight, friend.""",0.65,1,2,1
"1219","1218,They waited until Dorothy awoke the next morning.",0,0,0,0
"1220","1219,""The little girl was quite frightened when she saw the great pile of shaggy wolves, but the Tin Woodman told her all.""",0,1,1,-1
"1221","1220,""She thanked him for saving them and sat down to breakfast, after which they started again upon their journey.""",1.8,0,0,2
"1222","1221,Now this same morning the Wicked Witch came to the door of her castle and looked out with her one eye that could see far off.",-1.15,-1,-2,-2
"1223","1222,""She saw all her wolves lying dead, and the strangers still traveling through her country.""",-1.5,-2,-3,0
"1224","1223,""This made her angrier than before, and she blew her silver whistle twice.""",0,0,0,0
"1225","1224,""Straightway a great flock of wild crows came flying toward her, enough to darken the sky.""",-0.4,0,3,0
"1226","1225,""And the Wicked Witch said to the King Crow, Fly at once to the strangers; peck out their eyes and tear them to pieces.""",-1.05,-1,-2,0
"1227","1226,The wild crows flew in one great flock toward Dorothy and her companions.",0.25,0,3,-1
"1228","1227,When the little girl saw them coming she was afraid.",-0.75,-1,-2,-1
"1229","1228,""But the Scarecrow said, This is my battle, so lie down beside me and you will not be harmed.""",-1.5,-2,-3,-2
"1230","1229,""So they all lay upon the ground except the Scarecrow, and he stood up and stretched out his arms.""",0,0,0,0
"1231","1230,""And when the crows saw him they were frightened, as these birds always are by scarecrows, and did not dare to come any nearer.""",-0.5,0,-2,-1
"1232","1231,But the King Crow said:",0.1,0,0,1
"1233","1232,It is only a stuffed man. I will peck his eyes out.",0,0,0,1
"1234","1233,""The King Crow flew at the Scarecrow, who caught it by the head and twisted its neck until it died.""",-0.65,-2,-3,1
"1235","1234,""And then another crow flew at him, and the Scarecrow twisted its neck also.""",-0.25,-1,0,0
"1236","1235,""There were forty crows, and forty times the Scarecrow twisted a neck, until at last all were lying dead beside him.""",-1.75,-3,-3,-1
"1237","1236,""Then he called to his companions to rise, and again they went upon their journey.""",0.4,0,1,1
"1238","1237,""When the Wicked Witch looked out again and saw all her crows lying in a heap, she got into a terrible rage, and blew three times upon her silver whistle.""",-3.4,-4,-7,-5
"1239","1238,""Forthwith there was heard a great buzzing in the air, and a swarm of black bees came flying toward her.""",0.35,0,3,0
"1240","1239,""Go to the strangers and sting them to death! commanded the Witch, and the bees turned and flew rapidly until they came to where Dorothy and her friends were walking.""",-1.65,-2,-2,-3
"1241","1240,""But the Woodman had seen them coming, and the Scarecrow had decided what to do.""",0,0,0,0
"1242","1241,""Take out my straw and scatter it over the little girl and the dog and the Lion, he said to the Woodman, and the bees cannot sting them.""",-0.4,-1,0,0
"1243","1242,""This the Woodman did, and as Dorothy lay close beside the Lion and held Toto in her arms, the straw covered them entirely.""",0.1,0,0,1
"1244","1243,""The bees came and found no one but the Woodman to sting, so they flew at him and broke off all their stings against the tin, without hurting the Woodman at all.""",-1.65,-3,-4,-2
"1245","1244,""And as bees cannot live when their stings are broken that was the end of the black bees, and they lay scattered thick about the Woodman, like little heaps of fine coal.""",-0.5,1,3,-2
"1246","1245,""Then Dorothy and the Lion got up, and the girl helped the Tin Woodman put the straw back into the Scarecrow again, until he was as good as ever.""",1.65,2,3,2
"1247","1246,So they started upon their journey once more.",0.4,0,0,1
"1248","1247,The Wicked Witch was so angry when she saw her black bees in little heaps like fine coal that she stamped her foot and tore her hair and gnashed her teeth.",-1.65,0,-1,-4
"1249","1248,""And then she called a dozen of her slaves, who were the Winkies, and gave them sharp spears, telling them to go to the strangers and destroy them.""",-1.5,-1,-6,0
"1250","1249,""The Winkies were not a brave people, but they had to do as they were told.""",0.5,1,2,0
"1251","1250,So they marched away until they came near to Dorothy.",0,0,0,0
"1252","1251,""Then the Lion gave a great roar and sprang towards them, and the poor Winkies were so frightened that they ran back as fast as they could.""",-0.65,1,-1,0
"1253","1252,""When they returned to the castle the Wicked Witch beat them well with a strap, and sent them back to their work, after which she sat down to think what she should do next.""",-0.1,1,-2,-2
"1254","1253,""She could not understand how all her plans to destroy these strangers had failed; but she was a powerful Witch, as well as a wicked one, and she soon made up her mind how to act.""",-0.6,-1,-5,-1
"1255","1254,""There was, in her cupboard, a Golden Cap, with a circle of diamonds and rubies running round it.""",0.6,1,0,0
"1256","1255,This Golden Cap had a charm.",1.35,2,3,1
"1257","1256,""Whoever owned it could call three times upon the Winged Monkeys, who would obey any order they were given.""",0,0,0,0
"1258","1257,But no person could command these strange creatures more than three times.",-0.5,-1,-2,0
"1259","1258,Twice already the Wicked Witch had used the charm of the Cap.",-0.4,0,1,-1
"1260","1259,""Once was when she had made the Winkies her slaves, and set herself to rule over their country.""",-1,-1,-3,0
"1261","1260,The Winged Monkeys had helped her do this.",0.8,1,0,0
"1262","1261,""The second time was when she had fought against the Great Oz himself, and driven him out of the land of the West.""",0.5,1,3,1
"1263","1262,The Winged Monkeys had also helped her in doing this.",0.8,1,0,0
"1264","1263,""Only once more could she use this Golden Cap, for which reason she did not like to do so until all her other powers were exhausted.""",0.95,1,0,0
"1265","1264,""But now that her fierce wolves and her wild crows and her stinging bees were gone, and her slaves had been scared away by the Cowardly Lion, she saw there was only one way left to destroy Dorothy and her friends.""",-4.15,-7,-10,-3
"1266","1265,So the Wicked Witch took the Golden Cap from her cupboard and placed it upon her head.",-0.55,0,-2,-2
"1267","1266,Then she stood upon her left foot and said slowly:",-0.25,-1,0,0
"1268","1267,""Ep-pe, pep-pe, kak-ke!""",0,1,0,0
"1269","1268,Next she stood upon her right foot and said:",0.8,1,0,0
"1270","1269,""Hil-lo, hol-lo, hel-lo!""",0,0,0,0
"1271","1270,After this she stood upon both feet and cried in a loud voice:",-1.25,-1,-2,0
"1272","1271,""Ziz-zy, zuz-zy, zik!""",0,0,0,0
"1273","1272,Now the charm began to work.",1,2,3,1
"1274","1273,""The sky was darkened, and a low rumbling sound was heard in the air.""",-1,-2,0,0
"1275","1274,""There was a rushing of many wings, a great chattering and laughing, and the sun came out of the dark sky to show the Wicked Witch surrounded by a crowd of monkeys, each with a pair of immense and powerful wings on his shoulders.""",0.95,1,4,4
"1276","1275,""One, much bigger than the others, seemed to be their leader.""",0.25,0,0,1
"1277","1276,""He flew close to the Witch and said, You have called us for the third and last time.""",-0.4,0,0,-1
"1278","1277,What do you command?",0,0,0,0
"1279","1278,""Go to the strangers who are within my land and destroy them all except the Lion, said the Wicked Witch.""",-1.55,-2,-5,0
"1280","1279,""Bring that beast to me, for I have a mind to harness him like a horse, and make him work.""",0.25,2,2,-1
"1281","1280,""Your commands shall be obeyed, said the leader.""",0.25,0,0,1
"1282","1281,""Then, with a great deal of chattering and noise, the Winged Monkeys flew away to the place where Dorothy and her friends were walking.""",0.5,0,3,1
"1283","1282,Some of the Monkeys seized the Tin Woodman and carried him through the air until they were over a country thickly covered with sharp rocks.",-0.6,1,0,0
"1284","1283,""Here they dropped the poor Woodman, who fell a great distance to the rocks, where he lay so battered and dented that he could neither move nor groan.""",-2.4,-3,-2,-3
"1285","1284,""Others of the Monkeys caught the Scarecrow, and with their long fingers pulled all of the straw out of his clothes and head.""",0,0,0,0
"1286","1285,They made his hat and boots and clothes into a small bundle and threw it into the top branches of a tall tree.",0,1,2,1
"1287","1286,""The remaining Monkeys threw pieces of stout rope around the Lion and wound many coils about his body and head and legs, until he was unable to bite or scratch or struggle in any way.""",-2.85,-4,-2,-3
"1288","1287,""Then they lifted him up and flew away with him to the Witchs castle, where he was placed in a small yard with a high iron fence around it, so that he could not escape.""",-0.25,0,-1,0
"1289","1288,But Dorothy they did not harm at all.",-0.75,-1,-2,-1
"1290","1289,""She stood, with Toto in her arms, watching the sad fate of her comrades and thinking it would soon be her turn.""",-0.75,-1,-2,-1
"1291","1290,""The leader of the Winged Monkeys flew up to her, his long, hairy arms stretched out and his ugly face grinning terribly; but he saw the mark of the Good Witchs kiss upon her forehead and stopped short, motioning the others not to touch her.""",-0.25,-1,-2,1
"1292","1291,""We dare not harm this little girl, he said to them, for she is protected by the Power of Good, and that is greater than the Power of Evil.""",0.55,-1,2,0
"1293","1292,All we can do is to carry her to the castle of the Wicked Witch and leave her there.",-1.4,-1,-3,-3
"1294","1293,""So, carefully and gently, they lifted Dorothy in their arms and carried her swiftly through the air until they came to the castle, where they set her down upon the front doorstep.""",0.85,0,4,1
"1295","1294,Then the leader said to the Witch:",-0.15,0,0,0
"1296","1295,We have obeyed you as far as we were able.",0,0,0,0
"1297","1296,""The Tin Woodman and the Scarecrow are destroyed, and the Lion is tied up in your yard.""",-0.65,0,-3,0
"1298","1297,""The little girl we dare not harm, nor the dog she carries in her arms.""",-0.75,-1,-2,-1
"1299","1298,""Your power over our band is now ended, and you will never see us again.""",0,0,0,0
"1300","1299,""Then all the Winged Monkeys, with much laughing and chattering and noise, flew into the air and were soon out of sight.""",0.35,-1,1,1
"1301","1300,""The Wicked Witch was both surprised and worried when she saw the mark on Dorothys forehead, for she knew well that neither the Winged Monkeys nor she, herself, dare hurt the girl in any way.""",-1.85,-2,-7,-4
"1302","1301,""She looked down at Dorothys feet, and seeing the Silver Shoes, began to tremble with fear, for she knew what a powerful charm belonged to them.""",0.75,1,3,1
"1303","1302,""At first the Witch was tempted to run away from Dorothy; but she happened to look into the childs eyes and saw how simple the soul behind them was, and that the little girl did not know of the wonderful power the Silver Shoes gave her.""",0.35,1,4,0
"1304","1303,""So the Wicked Witch laughed to herself, and thought, I can still make her my slave, for she does not know how to use her power.""",-1.1,-2,-4,-3
"1305","1304,""Then she said to Dorothy, harshly and severely:""",-1,-1,-4,0
"1306","1305,""Come with me; and see that you mind everything I tell you, for if you do not I will make an end of you, as I did of the Tin Woodman and the Scarecrow.""",0,0,0,0
"1307","1306,""Dorothy followed her through many of the beautiful rooms in her castle until they came to the kitchen, where the Witch bade her clean the pots and kettles and sweep the floor and keep the fire fed with wood.""",0.85,2,3,1
"1308","1307,""Dorothy went to work meekly, with her mind made up to work as hard as she could; for she was glad the Wicked Witch had decided not to kill her.""",-1.15,-1,-3,-2
"1309","1308,""With Dorothy hard at work, the Witch thought she would go into the courtyard and harness the Cowardly Lion like a horse; it would amuse her, she was sure, to make him draw her chariot whenever she wished to go to drive.""",-0.05,1,2,0
"1310","1309,""But as she opened the gate the Lion gave a loud roar and bounded at her so fiercely that the Witch was afraid, and ran out and shut the gate again.""",-1.55,-2,-2,-1
"1311","1310,""If I cannot harness you, said the Witch to the Lion, speaking through the bars of the gate, I can starve you.""",-0.8,-1,-2,0
"1312","1311,You shall have nothing to eat until you do as I wish.",1.4,0,1,1
"1313","1312,""So after that she took no food to the imprisoned Lion; but every day she came to the gate at noon and asked, Are you ready to be harnessed like a horse?""",1.05,2,-1,1
"1314","1313,""And the Lion would answer, No.""",0.1,0,-1,1
"1315","1314,""If you come in this yard, I will bite you.""",-0.6,0,0,-1
"1316","1315,""The reason the Lion did not have to do as the Witch wished was that every night, while the woman was asleep, Dorothy carried him food from the cupboard.""",0.7,0,0,2
"1317","1316,""After he had eaten he would lie down on his bed of straw, and Dorothy would lie beside him and put her head on his soft, shaggy mane, while they talked of their troubles and tried to plan some way to escape.""",-0.9,-1,-3,-1
"1318","1317,""But they could find no way to get out of the castle, for it was constantly guarded by the yellow Winkies, who were the slaves of the Wicked Witch and too afraid of her not to do as she told them.""",-2.9,-3,-8,-3
"1319","1318,""The girl had to work hard during the day, and often the Witch threatened to beat her with the same old umbrella she always carried in her hand.""",-0.9,0,-3,-1
"1320","1319,""But, in truth, she did not dare to strike Dorothy, because of the mark upon her forehead.""",0.25,-1,-1,0
"1321","1320,""The child did not know this, and was full of fear for herself and Toto.""",-0.15,-1,-2,1
"1322","1321,Once the Witch struck Toto a blow with her umbrella and the brave little dog flew at her and bit her leg in return.",-0.8,-1,1,-1
"1323","1322,""The Witch did not bleed where she was bitten, for she was so wicked that the blood in her had dried up many years before.""",-1.65,-2,-2,-2
"1324","1323,Dorothys life became very sad as she grew to understand that it would be harder than ever to get back to Kansas and Aunt Em again.",-0.25,-1,-2,1
"1325","1324,""Sometimes she would cry bitterly for hours, with Toto sitting at her feet and looking into her face, whining dismally to show how sorry he was for his little mistress.""",-4.75,-6,-4,-3
"1326","1325,""Toto did not really care whether he was in Kansas or the Land of Oz so long as Dorothy was with him; but he knew the little girl was unhappy, and that made him unhappy too.""",0.25,-1,0,0
"1327","1326,Now the Wicked Witch had a great longing to have for her own the Silver Shoes which the girl always wore.",-0.9,-1,0,-2
"1328","1327,""Her bees and her crows and her wolves were lying in heaps and drying up, and she had used up all the power of the Golden Cap; but if she could only get hold of the Silver Shoes, they would give her more power than all the other things she had lost.""",-0.9,-1,-3,-2
"1329","1328,""She watched Dorothy carefully, to see if she ever took off her shoes, thinking she might steal them.""",-0.5,-1,0,0
"1330","1329,But the child was so proud of her pretty shoes that she never took them off except at night and when she took her bath.",2.5,2,3,4
"1331","1330,""The Witch was too much afraid of the dark to dare go in Dorothys room at night to take the shoes, and her dread of water was greater than her fear of the dark, so she never came near when Dorothy was bathing.""",-2.75,-4,-3,-3
"1332","1331,""Indeed, the old Witch never touched water, nor ever let water touch her in any way.""",-0.15,0,0,-2
"1333","1332,""But the wicked creature was very cunning, and she finally thought of a trick that would give her what she wanted.""",-1.1,-2,0,-2
"1334","1333,""She placed a bar of iron in the middle of the kitchen floor, and then by her magic arts made the iron invisible to human eyes.""",0.25,0,0,1
"1335","1334,""So that when Dorothy walked across the floor she stumbled over the bar, not being able to see it, and fell at full length.""",-1.1,-2,0,0
"1336","1335,""She was not much hurt, but in her fall one of the Silver Shoes came off; and before she could reach it, the Witch had snatched it away and put it on her own skinny foot.""",-2.2,-3,-1,-3
"1337","1336,""The wicked woman was greatly pleased with the success of her trick, for as long as she had one of the shoes she owned half the power of their charm, and Dorothy could not use it against her, even had she known how to do so.""",1,1,6,1
"1338","1337,""The little girl, seeing she had lost one of her pretty shoes, grew angry, and said to the Witch, Give me back my shoe!""",-1.15,-1,-5,-2
"1339","1338,""I will not, retorted the Witch, for it is now my shoe, and not yours.""",-0.4,0,0,-1
"1340","1339,You are a wicked creature! cried Dorothy.",-2,-1,-4,-2
"1341","1340,You have no right to take my shoe from me.",0.8,1,-1,0
"1342","1341,""I shall keep it, just the same, said the Witch, laughing at her, and someday I shall get the other one from you, too.""",0.2,0,1,0
"1343","1342,""This made Dorothy so very angry that she picked up the bucket of water that stood near and dashed it over the Witch, wetting her from head to foot.""",-0.9,-1,-3,-3
"1344","1343,""Instantly the wicked woman gave a loud cry of fear, and then, as Dorothy looked at her in wonder, the Witch began to shrink and fall away.""",-3.4,-3,-5,-6
"1345","1344,See what you have done! she screamed.",-0.6,0,-2,0
"1346","1345,In a minute I shall melt away.",0,0,0,0
"1347","1346,""Im very sorry, indeed, said Dorothy, who was truly frightened to see the Witch actually melting away like brown sugar before her very eyes.""",-0.9,0,-1,-1
"1348","1347,Didnt you know water would be the end of me?",0,0,0,0
"1349","1348,""asked the Witch, in a wailing, despairing voice.""",-2.15,-1,-3,-2
"1350","1349,""Of course not, answered Dorothy.""",0,0,0,0
"1351","1350,How should I?",0,0,0,0
"1352","1351,""Well, in a few minutes I shall be all melted, and you will have the castle to yourself.""",0.8,1,0,0
"1353","1352,""I have been wicked in my day, but I never thought a little girl like you would ever be able to melt me and end my wicked deeds.""",-0.25,0,0,-1
"1354","1353,Look outhere I go!",0,0,0,0
"1355","1354,""With these words the Witch fell down in a brown, melted, shapeless mass and began to spread over the clean boards of the kitchen floor.""",-0.15,0,2,-2
"1356","1355,""Seeing that she had really melted away to nothing, Dorothy drew another bucket of water and threw it over the mess.""",-0.75,-1,-2,-1
"1357","1356,She then swept it all out the door.",0,0,0,0
"1358","1357,""After picking out the silver shoe, which was all that was left of the old woman, she cleaned and dried it with a cloth, and put it on her foot again.""",0,0,0,0
"1359","1358,""Then, being at last free to do as she chose, she ran out to the courtyard to tell the Lion that the Wicked Witch of the West had come to an end, and that they were no longer prisoners in a strange land.""",-1.85,-1,-5,0
"1360","1359,The Rescue",0.25,0,2,1
"1361","1360,""The Cowardly Lion was much pleased to hear that the Wicked Witch had been melted by a bucket of water, and Dorothy at once unlocked the gate of his prison and set him free.""",-1.55,-1,-2,-2
"1362","1361,""They went in together to the castle, where Dorothys first act was to call all the Winkies together and tell them that they were no longer slaves.""",-1,-1,-4,0
"1363","1362,""There was great rejoicing among the yellow Winkies, for they had been made to work hard during many years for the Wicked Witch, who had always treated them with great cruelty.""",-0.9,0,1,-2
"1364","1363,""They kept this day as a holiday, then and ever after, and spent the time in feasting and dancing.""",0.55,0,0,0
"1365","1364,""If our friends, the Scarecrow and the Tin Woodman, were only with us, said the Lion, I should be quite happy.""",0.85,1,3,2
"1366","1365,Dont you suppose we could rescue them?",0.25,0,2,1
"1367","1366,asked the girl anxiously.",-1,-1,0,0
"1368","1367,""We can try, answered the Lion.""",0.1,0,0,1
"1369","1368,""So they called the yellow Winkies and asked them if they would help to rescue their friends, and the Winkies said that they would be delighted to do all in their power for Dorothy, who had set them free from bondage.""",1,1,8,1
"1370","1369,""So she chose a number of the Winkies who looked as if they knew the most, and they all started away.""",0,0,0,0
"1371","1370,""They traveled that day and part of the next until they came to the rocky plain where the Tin Woodman lay, all battered and bent.""",-0.9,-3,0,-1
"1372","1371,""His axe was near him, but the blade was rusted and the handle broken off short.""",-1.15,-1,-2,-1
"1373","1372,""The Winkies lifted him tenderly in their arms, and carried him back to the Yellow Castle again, Dorothy shedding a few tears by the way at the sad plight of her old friend, and the Lion looking sober and sorry.""",-1.15,-3,-4,1
"1374","1373,When they reached the castle Dorothy said to the Winkies:",0,0,1,0
"1375","1374,Are any of your people tinsmiths?",0,0,0,0
"1376","1375,""Oh, yes.""",0.8,0,1,0
"1377","1376,""Some of us are very good tinsmiths, they told her.""",0.75,1,3,1
"1378","1377,""Then bring them to me, she said.""",0,0,0,0
"1379","1378,""And when the tinsmiths came, bringing with them all their tools in baskets, she inquired, Can you straighten out those dents in the Tin Woodman, and bend him back into shape again, and solder him together where he is broken?""",-0.75,-1,-1,0
"1380","1379,The tinsmiths looked the Woodman over carefully and then answered that they thought they could mend him so he would be as good as ever.",1,1,5,2
"1381","1380,""So they set to work in one of the big yellow rooms of the castle and worked for three days and four nights, hammering and twisting and bending and soldering and polishing and pounding at the legs and body and head of the Tin Woodman, until at last he was straightened out into his old form, and his joints worked as well as ever.""",1.15,3,1,0
"1382","1381,""To be sure, there were several patches on him, but the tinsmiths did a good job, and as the Woodman was not a vain man he did not mind the patches at all.""",-0.25,0,3,2
"1383","1382,""When, at last, he walked into Dorothys room and thanked her for rescuing him, he was so pleased that he wept tears of joy, and Dorothy had to wipe every tear carefully from his face with her apron, so his joints would not be rusted.""",0.95,2,6,3
"1384","1383,""At the same time her own tears fell thick and fast at the joy of meeting her old friend again, and these tears did not need to be wiped away.""",0.25,1,2,1
